x,y
1.543286034,-0.793760492
1.408990563,-0.842461834
1.108209845,-0.831293701
1.968869879,-1.39782889
0.950602631,-0.732694409
1.247028273,-0.404032406
1.05773949,-1.814170687
1.65906738,-0.81864588
0.350939306,-0.917320827
0.550343035,-0.849410594
0.843766309,-1.00536089
0.933790519,-0.801764469
0.906855911,-1.552331494
0.753638564,-0.750267379
0.573189394,-0.902741497
0.236307563,-1.178440042
0.188929901,-0.755726397
1.390107248,-1.265465339
-0.04649472,-1.236962748
1.153496724,-0.773366623
1.034034735,-1.21738237
1.231185948,-1.775196586
0.463556609,-1.801951419
1.120032325,-1.393412076
1.003605784,-0.066062041
1.411664637,0.148611514
0.697536509,-1.033426333
1.930322109,-1.777608657
1.53510572,-0.997488863
1.093447472,-0.655014742
1.014181392,0.28666554
0.526662881,-0.137126214
1.303996215,-1.200391919
1.272904284,-1.598931499
1.425907615,-1.246558398
0.991043134,-1.566276399
1.453805126,-0.335349068
0.695846892,-1.211806525
0.219009765,-1.089207433
0.490491541,-1.437341217
1.739586125,-0.670196905
1.323007079,-1.461481327
0.375767867,-0.636845076
0.876665735,-1.498815081
